Polnnaim%Sokrnaim%Adrefina%Domeimja%Nometele%INN%OGR%Infoo%Unna9%Unna10%Perefina%Otmeo%Dataobra
Микрокредитная компания «Фонд микрокредитования Иркутской области»%МКК «ФМК ИО»%664011, Иркутская область, г. Иркутск, ул. Рабочая, д. 2а, оф. 44%d@mfoirk.ru, ur@mfoirk.ru; www.mfoirk.ru%тел.: 83952435504, 89025699930, 89148736980%3801990027.0%1113850033945.0%9-12-07-38-001142%16.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «ПЛАНЕТА»%ООО МКК «ПЛАНЕТА»%630073, Новосибирская область, г. Новосибирск, пр-т Карла Маркса, д. 47/2, оф. 510%-; www.planeta-nsk.ru%тел.: 83833350001%5407044089.0%1075407032359.0%2-12-07-54-001146%16.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Деньги в помощь»%ООО МКК «Деньги в помощь»%432034, Ульяновская область, г. Ульяновск, ул. Терешковой, д. 6Б, пом. 5%-; www.centrfinansov.com%тел.: 88422214401%7325110545.0%1127325000109.0%2-12-05-73-001128%16.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания М Булак»%ООО «МКК М Булак»%105120, г. Москва, пер. Наставнический, д. 8, стр. 2%-; www.molbulak.ru%тел.: 84955043704%7728744752.0%1107746627779.0%2-12-01-77-001168%28.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд микрофинансирования субъектов малого и среднего предпринимательства Северодвинска»%МКК «Фонд микрофинансирования Северодвинска»%164501, Архангельская область, г.о. Северодвинск, г. Северодвинск, ул. Бойчука, д. 3, оф.406%fondsever@mail.ru; fondms.ru%тел.: 88184598505%2902068561.0%1102900001236.0%6-12-02-29-001169%28.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Акционерное общество «Гарантийная микрокредитная компания «Поручитель»%АО МКК «Поручитель»%440026, Пензенская область, г.о. город Пенза, г. Пенза, ул. Володарского, стр. 2%garantfond-penza@mail.ru; http://garantfond58.ru/%тел.: 88412991453%5835073174.0%1075835003683.0%4-12-05-58-001170%28.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «НАКТА-Кредит-Запад»%ООО МКК «НАКТА-Кредит-Запад»%603000, Нижегородская область, г. Нижний Новгород, ул. Белинского, д. 58/60, пом. П14%ooonkw@mail.ru; www.ncwltd.ru%тел.: 89087342462%5260319581.0%1115260025605.0%2-12-05-52-001175%28.02.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Автономное учреждение Карачаево-Черкесской Республики «Микрокредитная компания поддержки субъектов малого и среднего предпринимательства Карачаево-Черкесской Республики»%АУ КЧР «Микрокредитная компания»%369000, Карачаево-Черкесская Республика, г. Черкесск, ул. Ленина, д. 53%aukhrfm2010@yandex.ru; www.mckchr.ru%тел.: 88782262036%917015985.0%1100917000744.0%7-12-04-09-001210%06.03.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Платиза.ру» (общество с ограниченной ответственностью)%МКК «Платиза.ру» (ООО)%121096, Город Москва, вн.тер.г. муниципальный округ Филевский парк, ул. Василисы Кожиной, д. 1, помещ. 2/1/9%support@platiza.ru; https://platiza.ru%тел.: 88002003839%7705974076.0%5117746058172.0%65-12-030-45-001237%15.03.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Русинтерфинанс»%ООО МКК «Русинтерфинанс»%630055, Новосибирская область, г. Новосибирск, ул. Гнесиных, д. 10/1, оф. 202%rusinterfinans@yandex.ru; https://rusinterfinance.ru/, www.ekapusta.com%тел.: 88005505599%5408292849.0%1125476023298.0%2-12-07-54-001243%22.03.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Бюро займов»%ООО МКК «Бюро займов»%428009, Чувашская Республика-Чувашия, г.о. город Чебоксары, г. Чебоксары, ул. Мефодия Денисова, д. 4, пом. 1%secretar@buro-zaimov.ru; www.buro-zaimov.ru%тел.: 88312205252%5260317070.0%1115260023670.0%2-12-05-52-001257%22.03.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Центрофинанс-Север»%ООО МКК «Центрофинанс-Север»%164514, Архангельская область, г. Северодвинск, ул. Карла Маркса, д. 46, оф. 303%info@centrofinans.ru; https://lovizaim.ru/%тел.: 88184523075%2902072744.0%1122932000795.0%2-12-02-29-001303%10.04.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания «Субъект малого предпринимательства»%ООО «МКК «СМП»%431800, Республика Мордовия, Атяшевский р-н, р.п. Атяшево, ул. Гражданская, д. 5%ooosmp@lenta.ru; www.atzaim.blogspot.com%тел.: 88343421524%1303069356.0%1061322023311.0%2-12-05-13-001336%19.04.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки малого и среднего предпринимательства города Вятские Поляны%МКК ФПМСП г. Вятские Поляны%612960, Кировская область, г. Вятские Поляны, ул. Ленина, д. 114а%vpfond@mail.ru; www.vpfond.ru%тел.: 8333461262%4307010140.0%1064307005597.0%6-12-05-43-001389%26.04.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «СИБИРСКИЙ КАПИТАЛ»%ООО МКК «СИБИРСКИЙ КАПИТАЛ»%650070, Кемеровская область - Кузбасс, г.о. Кемеровский, г. Кемерово, ул. Заузелкова, д. 7, оф. 402%glavbuh@kreditbezproblem.ru; https://finza.ru/%тел.: 83842492496%4205231013.0%1114205040322.0%2-12-07-42-001421%03.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки предпринимательства в городском округе Сызрань»%МКК «ФПП в г.о. Сызрань»%446001, Самарская область, г. Сызрань, ул. Победы, д. 53%fpp2010@yandex.ru; fppgos.ru%тел.: 88464983999, 889277722751%6325052644.0%1096300005108.0%6-12-05-63-001416%03.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Центр обслуживания физических лиц Дальневосточный займ»%ООО МКК «ЦОФЛ Дальневосточный займ»%675028, Амурская область, г. Благовещенск, ул. Институтская, д. 1, эт. 1%dengiseichas@list.ru; http://www.dengiseichas.ru/%тел.: 88002505890%2801164075.0%1112801006427.0%2-12-08-28-001428%03.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки предпринимательства Еравнинского района%МКК ФПП Еравнинского района%671430, Республика Бурятия, Еравнинский р-н, с. Сосново-Озерское, ул. Первомайская, д. 113, оф. 207%fpmp-er@mail.ru; -%тел.: 89834335171%305000118.0%1100300000217.0%6-12-07-03-001455%15.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания Атриум»%ООО «МКК Атриум»%165650, Архангельская область, г. Коряжма, пр-т Ленина, д. 25%lyudmila197575@yandex.ru; www.atrium.djsun.ru%тел.: +7(911) 565-80-38%2905011549.0%1122904000647.0%2-12-02-29-001452%15.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Дом денег»%ООО МКК «Дом денег»%675004, Амурская область, г. Благовещенск, ул. Амурская, д. 125%-; http://domamoney.ru/%тел.: *0815%2801169316.0%1122801001366.0%2-12-08-28-001447%15.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «ЛИБЕРТИ»%ООО МКК «ЛИБЕРТИ»%456910, Челябинская область, г. Сатка, ул. Солнечная, д. 3, кв. 54%hel24@bk.ru; http://l-dengi74.ru/%тел.: 83516133822%4501173516.0%1124501001613.0%2-12-06-45-001446%15.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки малого и среднего предпринимательства муниципального образования «Заларинский район»%МКК «ФПМСП МО «Заларинский район»%666322, Иркутская область, Заларинский р-н, р.п. Залари, ул. Ленина, д. 103%zaladmeconom@mail.ru; -%тел.: +79501345634%3814017263.0%1113800001941.0%6-12-07-38-001488%22.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки малого предпринимательства Кижингинского района Республики Бурятия%МКК ФПМП Кижингинского района%671450, Республика Бурятия, Кижингинский р-н, с. Кижинга, ул. Коммунистическая, д. 12%-; http://egov-buryatia.ru/kizhinga/%тел.: 89644046464, 89149823715%310009540.0%1090300000174.0%6-12-07-03-001473%22.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Русские деньги»%ООО МКК «Русские деньги»%398001, Липецкая область, г. Липецк, ул. Советская, стр. 66/7, пом. 13%buh@russkiedengi.ru; https://russkiedengi.ru%тел.: 84742565648%4826080085.0%1114823018100.0%2-12-01-48-001531%29.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ «ДЕНЬГИ ДЛЯ ВСЕХ»%ООО МКК «ДЕНЬГИ ДЛЯ ВСЕХ»%693020, Сахалинская область, г. Южно-Сахалинск, ул. Ленина, д. 248, оф. 1%vsem-dengi@mail.ru; www.vsem-dengi.ru%тел.: 8(4242) 72-54-86, 89242888301%6501241463.0%1116501006390.0%2-12-08-65-001515%29.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Государственный фонд поддержки предпринимательства Калужской области (микрокредитная компания)%ГФ ПП КО (МКК)%248000, Калужская область, г. Калуга, ул. Театральная, зд. 38 А%fond@gfpp-kaluga.ru; www.gfpp-kaluga.ru%тел.: 84842279916%4027015435.0%1024001177837.0%6-12-01-40-001576%29.05.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Фонд «Всеволожский Центр поддержки предпринимательства - бизнес-инкубатор» микрокредитная компания%ФВЦПП МКК%188640, Ленинградская область, Всеволожский р-н, г. Всеволожск, пр-т Всеволожский, д. 14А%info.fondvsev@gmail.com; http://vsevolozhsk.813.ru/%тел.: 88137043589, 89045132600%4703470254.0%1114700002801.0%18-031-41-008969%12.11.2018%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Займоград»%ООО МКК «Займоград»%164523, Архангельская область, г.о. Северодвинск, г. Северодвинск, пр-кт. Морской, д. 75, кв. 40%usurer2012@bk.ru, law@rostovshik.tk, zayavleniya@rostfinance.com, info@zaemograd.ru; http://zaemograd.ru/%тел.: 88002508404%2902072617.0%1122932000652.0%2-12-02-29-001614%07.06.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Гостевой займ»%ООО МКК «Госзайм»%164522, Архангельская область, г.о. Северодвинск, г. Северодвинск, ул. Ломоносова, д. 117, эт. 2, пом. 2-Н%usurer2012@bk.ru, law@rostovshik.tk, zayavleniya@rostovshik.tk; https://goszaym.su/%тел.: 88002507271%2902072310.0%1112932006879.0%2-12-02-29-001602%07.06.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Главная Финансовая Компания»%ООО МКК «ГФК»%350000, Краснодарский край, г. Краснодар, ул. Коммунаров, д. 76, оф. 365/4%info@glavfinans.ru; www.glavfinans.ru, www.glavfinans.su%тел.: 89528588548%2310161900.0%1122310002572.0%2-12-03-23-001658%19.06.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Срочные деньги выручим всегда»%ООО МКК «Срочные деньги выручим всегда»%610017, Кировская область, г. Киров, пр-т Октябрьский, д. 125, пом. 21%-; http://kirovcredit.ru/, http://ооосрочныеденьги.рф%тел.: 88332263111%4345330409.0%1124345011537.0%2-12-05-43-001699%26.06.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «МИКРОКРЕДИТНАЯ КОМПАНИЯ «ВЫСОТА»%ООО «МКК «ВЫСОТА»%666679, Иркутская область, г. Усть-Илимск, ул. Георгия Димитрова, д. 14, нп. 83%-; www.zaim-ui.ru%тел.: 89025793729%3817040736.0%1123817000845.0%2-12-07-38-001742%03.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
некоммерческая микрокредитная компания «Фонд поддержки предпринимательства Республики Ингушетия»%НМКК «ФПП РИ»%386001, Республика Ингушетия, г. Магас, ул. Н.С. Хрущева, д. 12%rfpp@inbox.ru; fondmagas.ru%тел.: 88734550795%602017266.0%1020600983556.0%6-12-04-06-001757%10.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Некоммерческая организация микрокредитная компания «Фонд микрофинансирования Орловской области»%НО МКК «ФМОО»%302028, Орловская область, г. Орел, ул. Салтыкова-Щедрина, д. 34, оф. 114%fmoo@msb-orel.ru; fmoo.msb-orel.ru%тел.: +7 (4862) 44-02-64, +7 (962) 47-77-222%5753990187.0%1125700000183.0%6-12-01-57-001776%10.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки малого и среднего предпринимательства муниципального образования «Нукутский район»%МКК «Фонд поддержки МСП МО «Нукутский район»%669401, Иркутская область, Нукутский р-н, п. Новонукутский, ул. Ленина, д. 26%nukuti-fond@mail.ru; -%тел.: 83954922272%3851003678.0%1113800001424.0%6-12-07-38-001782%10.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Яранский фонд поддержки малого и среднего предпринимательства «Союз-центр» (микрокредитная компания)%ЯФПМСП «Союз-центр» МКК%612260, Кировская область, г. Яранск, ул. Радина, д. 13%-; http://business-yaransk.ru%тел.: 88336720740%4339008465.0%1074300001247.0%6-12-05-43-001795%17.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Фонд поддержки предпринимательства и социально-экономического развития г. Новокуйбышевска микрокредитная компания%МКК Фонд поддержки предпринимательства г. Новокуйбышевска%446200, Самарская область, г. Новокуйбышевск, ул. Коммунистическая, д. 39, оф. 8%center_pp@nvkb.ru; www.business-nvkb.ru%тел.: 88463561160%6330019890.0%1026303123923.0%19-033-36-009357%30.07.2019%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрофинансовая компания «Займ Онлайн»%ООО МФК «Займ Онлайн»%127083, г. Москва, ул. 8 марта, д. 1, стр. 12, эт/пом/ком 10/LVI/2-7%support@payps.ru; www.payps.ru%тел.: 84997033852%7703769314.0%1127746428171.0%2-12-01-77-001838%24.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Микрокредитная компания некоммерческий фонд «Баракат»%МКК НКФ «Баракат»%364018, Чеченская Республика, г. Грозный, ул. им. Крупской, д. 2%-; -%тел.: 89388948279%2015999011.0%1112000000507.0%6-12-04-20-001860%31.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Финанс НН»%ООО МКК «Финанс НН»%603163, Нижегородская область, г. Нижний Новгород, ул. Германа Лопатина, д. 12, корп. 1, пом. 22%vvk@zaimov.ru; https://centr-zaimov.ru/%тел.: 8312176655%5260329332.0%1125260006937.0%2-12-05-52-001866%31.07.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
микрокредитная компания «Фонд по поддержке и развитию малого и среднего предпринимательства муниципального образования «Усть-Илимский район»%МКК Фонд ПРП Усть-Илимского района%666661, Иркутская область, Усть-Илимский р-н, р. пос. Железнодорожный, ул. Больничная, д. 1%fondprp@ui-raion.ru; -%тел.: 83953571702%3817998046.0%1123850025155.0%6-12-07-38-001885%02.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрофинансовая компания «Т-Финанс»%ООО МФК «Т-Финанс»%127287, г. Москва, вн. тер. г. Муниципальный округ Савеловский, ул. Хуторская 2-Я, д. 38А, стр. 25, эт. 3, пом. 10%-; www.babki.ru%тел.: 88005510146%7704599714.0%1067746612560.0%2-12-01-77-001895%02.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
некоммерческая организация «Фонд содействия кредитованию малого и среднего бизнеса, микрокредитная компания»%НКО «ФСКМСБ МКК»%190000, г. Санкт-Петербург, Вознесенский пр-кт, д. 16%credit-fond@bk.ru; www.credit-fond.ru%тел.: 88126404614%7838029258.0%1077800029383.0%6-12-02-78-001904%07.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Страна Экспресс»%ООО МКК «Страна Экспресс»%630055, Новосибирская область, г. Новосибирск, ул. Мусы Джалиля, д. 11, оф. 116%1909001476@cft.ru; http://www.stranaexpress.ru%тел.: 84952342834%1909001476.0%1121902000879.0%2-12-07-19-001908%07.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Срочная Финансовая Помощь»%ООО МКК «СФП»%450112, Республика Башкортостан, г. Уфа, ул. Интернациональная, д. 81%spf@spfinans.ru; https://sfp-help.ru%тел.: 83472642807%266031078.0%1080266001221.0%2-12-05-02-001919%09.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки субъектов малого и среднего предпринимательства Иркутского района%МКК ФПМСП Иркутского района%664532, Иркутская область, Иркутский р-н, д. Зорино-Быково, ул. Заречная, д. 15%irk-fond@mail.ru%тел.: -%3827040118.0%1123850026970.0%6-12-07-38-001932%09.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Автономная микрокредитная компания «Муниципальный центр поддержки малого предпринимательства» муниципального образования «Тахтамукайский район» Республики Адыгея%А МКК «МЦПМП» МО ТР РА%385132, Республика Адыгея (Адыгея), Тахтамукайский р-н, пос. Энем, ул. Фрунзе, д. 7%-; -%тел.: 88777144077, 89180902053%107014912.0%1080100000100.0%7-12-03-01-001952%14.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания - Фонд поддержки малого и среднего предпринимательства Чеченской Республики%МКК-Фонд ПМСП ЧР%364024, Чеченская Республика, г. Грозный, ул. Хамзата Усмановича Орзамиева, д. 10%fpmspchr@mail.ru; http://fpmspchr.ru/%тел.: 89298871040%2016013062.0%1022002543529.0%6-12-04-20-001954%14.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
общество с ограниченной ответственностью «Микрокредитная компания «Кредит Лайн»%ООО «МКК «Кредит Лайн»%141407, Московская область, г. Химки, ул. Лавочкина, стр. 2А, эт. 2, пом. 9%info@paylate.info; www.paylate.ru%тел.: 84952480141%5047134390.0%1125047012342.0%2-12-01-50-001955%14.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Дружеский займ»%ООО МКК «Дружеский займ»%630005, Новосибирская область, г.о. город Новосибирск, г. Новосибирск, ул. Некрасова, д. 48, оф. 207%druzheskiizaim@yandex.ru; https://drugonline.ru/%тел.: 88002505250%5404423071.0%1105476069930.0%2-12-07-54-001959%14.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Краевой центр развития бизнеса»%ООО МКК «КЦРБ»%350000, Краснодарский край, г. Краснодар, ул. им. Калинина, д. 341, оф. 16%kcrbs@yandex.ru; www.zaim-93.ru%тел.: 89676667222%2310097324.0%1042305714098.0%2-12-03-23-001941%14.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания «Экспресс-Займы»%ООО «МКК «Экспресс-Займы»%658820, Алтайский край, г.о. город Славгород, г. Славгород, ул. Ленина, д. 119, пом./оф. Н3/1%ekspress-zaimy@mail.ru; www.ekspress-zaimy.ru%тел.: 89236550800%2210009250.0%1122210001022.0%2-12-07-22-001978%21.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «ЮристЪ»%ООО МКК «ЮристЪ»%440067, Пензенская область, г. Пенза, ул. Клары Цеткин, д. 44А, оф. 14%jurist4414@rambler.ru; www.mfo-urist.ru%тел.: 8412900899, 8412900818%5836629464.0%1085836000436.0%2-12-05-58-001985%21.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «СМСФИНАНС»%ООО МКК «СМСФИНАНС»%125130, Город Москва, пр-д Старопетровский, д. 7А, стр. 25, эт. 3, пом. 8%-; -%тел.: 88005056493, 88003332757%7724351447.0%1167746117483.0%3-12-01-77-002032%30.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания Волга Капитал»%ООО «МКК Волга Капитал»%606400, Нижегородская область, Балахнинский р-н, д. Рылово, д. 1В%-; https://volga-kapital.nethouse.ru/%тел.: 88314136756%5244024703.0%1125248001163.0%2-12-05-52-002024%30.08.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания Народные Займы»%ООО «МКК Народные Займы»%681024, Хабаровский край, г. Комсомольск-на-Амуре, пр-т Интернациональный, д. 51, оф. 18%vital5999@yandex.ru, complexkoms@gmail.com; http://narod-zaym.ru/%тел.: 8(963)8203223%2703066979.0%1122703005600.0%2-12-08-27-002040%06.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрофинансовая компания «ЭкспрессДеньги»%ООО МФК «ЭкспрессДеньги»%424038, Республика Марий Эл, г. Йошкар-Ола, б-р Чавайна, д. 12, корп. А%info@expressmoney.com; https://экспрессденьги.рф/, https://займы.рф/%тел.: 88007007706, 88007009115%1215150103.0%1101215004593.0%2-12-05-12-002049%06.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Общество с ограниченной ответственностью «Микрокредитная компания Доступные займы+»%ООО «МКК «Доступные займы+»%681000, Хабаровский край, г. Комсомольск-на-Амуре, пр-т Первостроителей, д. 18%-; Займы-2012.РФ%тел.: 89294087070, 89294086060%2703066320.0%1122703004379.0%2-12-08-27-002058%06.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Якшур-Бодьинский муниципальный фонд поддержки малого предпринимательства%МКК Якшур-Бодьинский фонд поддержки предпринимательства%427100, Удмуртская Республика, Якшур-Бодьинский р-н, с. Якшур-Бодья, Республика Удмуртская, ул. Пушиной, д. 69%-; www.fond-bodia.ru%тел.: 89511953740%1824002590.0%1021800644568.0%6-12-05-18-002076%11.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрофинансовая компания «ВЭББАНКИР»%ООО МФК «ВЭББАНКИР»%125466, г. Москва, ул. Соколово-Мещерская, д. 29, оф. 308%info@webbankir.com; www.webbankir.com, https://moneyfaktura.ru, https://glavpotrebcredit.ru, https://vsempotreb.ru, https://webbankir.ru/%тел.: 84956096600%7733812126.0%1127746630846.0%2-12-01-77-002077%11.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Общество с ограниченной ответственностью Микрокредитная Компания «Центр Житейского Кредитования»%ООО МКК «ЦЖК»%422470, Республика Татарстан (Татарстан), Дрожжановский р-н, с. Старое Дрожжаное, ул. Техническая, д. 3, оф. 1%cgk-chebok@mail.ru; www.ooocgk.ru%тел.: 88352395338%1655148987.0%1071690073498.0%2-12-05-16-002111%20.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная Компания «Таймыр Микро-Финанс»%ООО МКК «ТМФ»%647000, Красноярский край, р-н Таймырский Долгано-ненецкий, г. Дудинка, ул. Горького, д. 65, кв. 119%tmfinance@yandex.ru; www.tmfinance.ru%тел.: 89135066025, 89080323883, 89039282658%2469002220.0%1122469000697.0%2-12-07-24-002118%20.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «ИМПУЛЬС»%ООО МКК «ИМПУЛЬС»%692441, Приморский край, г. Дальнегорск, пр-т 50 лет Октября, д. 45а, оф. 8%mfoimpuls@gmail.com; https://mfoimpuls.ru/%тел.: 89510153656%2505008990.0%1122505000353.0%2-12-08-25-002143%27.09.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки предпринимательства города Зверево%МКК ФПП г. Зверево%346311, Ростовская область, г. Зверево, ул. Обухова, д. 14%mfmr-zverevo@mail.ru; -%тел.: 88635560061%6146004348.0%1026102080620.0%6-12-03-61-002176%04.10.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд Помощи предпринимателям Тулуна и Тулунского района»%МКК «ФППТИТР»%665254, Иркутская область, Тулунский р-н, поселок 4-е отделение гос. селекционной ст-ции, ул. Мичурина, д. 36%-; -%тел.: 83953027194, 89041115007%3816997219.0%1123850032800.0%6-12-07-38-002203%09.10.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Лидер-Кизел»%ООО МКК «Лидер-Кизел»%618350, Пермский край, г. Кизел, ул. Советская, д. 22а, оф. 3%-; www.мфо-лидер.рф%тел.: 83425543060, 89026435466, 89519522225%5911067778.0%1125911002117.0%2-12-05-59-002300%25.10.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Скиффинанс микрозайм»%ООО МКК «Скиффинанс»%656058, Алтайский край, г.о. город Барнаул, г. Барнаул, ул. Шумакова, д. 74, оф. 4%glavbuhskif@bk.ru; skiffinans.ru%тел.: 83852390602%2207008955.0%1112207000289.0%2-12-07-22-002369%13.11.2012%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
